Collection Name,Title#1,Subtitle#1,Name Display Form#1,Name Role Term Text#1,Name Display Form#2,Name Role Term Text#2,Type of Resource#1,Date Created#1,Date Created Encoding#1,Date Captured#1,Date Created#2,Date Created Encoding#2,Language Term#1,Language Term#2,Form#1,Form Authority#1,Form Type#1,Digital Origin#1,Abstract#1,Note#1,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Temporal#1,Subject Temporal Authority#1,Subject Name#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Related Item#1,Related Item Type#1,Related Item Identifier#1,Identifier#1,Physical Location#1,Physical Location Type#1,Access Condition,Scanning technician#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Don Campbell Papers,NB Q on success,Copland,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Boulanger tells Aaron Copland that success without great trouble is nothing and failure while doing one's best is of no consequence.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_037,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546026,,
Don Campbell Papers,NB Beauty,"Schonberg, Alum Bulletin Nov 58, pa 5","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Boulanger states that regardless of time period, beauty is beauty--it involves no progress.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_038,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546037,,
Don Campbell Papers,NB Q Work,HLmark 31,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Boulanger states that success without great trouble is nothing and failure while doing one's best is of no consequence.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_039,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546048,,
Don Campbell Papers,NB Education,Music Mag/Courrier Aug 62,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger states that the goal of education and the teacher is to get the student to see. She cites T.S. Eliot here.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_040,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546059,,
Don Campbell Papers,NB Pedagogy,"Robb, V, 7","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger discusses the mental aspects of musical practice, especially practice away from the instrument.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_041,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546070,,
Don Campbell Papers,NB Work Composing,"University of Illinois Carbondale LIFE mag, 1958","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger offers advice on composing, stating that the composer should make a list of the music he or she loves, learn it by heart, and write as he or she hears it inside--never straining to avoid the obvious.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_042,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546081,,
Don Campbell Papers,NB Q on teaching,"NY Times 25 Feb, 1962 Alan Rich","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"In reply to a young boy's question, Nadia Boulanger recalls stating that no answer exists regarding what constitutes a masterpiece, and genius is the greatest mystery of human existence.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_043,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546092,,
Don Campbell Papers,NB Composing,"Perlis, NY Times 9-11-77","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger claims here to have no talent for composing, like her sister Lili die, but she admits to being an excellent teacher--it is her living.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_044,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546103,,
Don Campbell Papers,NB on Composition,from Robb,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger states that a composition must come from the compoeser's subconscious; otherwise it will be of no use.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_045,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546114,,
Don Campbell Papers,NB Composing,"Robb III, 1","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger tells a student that he is truly a great composer and that, were he not married, he should give up everything for composition.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_046,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546125,,
Don Campbell Papers,NB teaching,New York Herald Tribune interview: April 58,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger tells Jay Harrison her philosophy of a teacher's role--that she must try to understand the student, then discuss what he has not yet done.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_047,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546136,,
Don Campbell Papers,NB Q melody,to Fiora Contino,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger tells Fiora Contino, ""One cannot discuss without having stated. To make a melody have an effect, it must be stated.""",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_048,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546147,,
Don Campbell Papers,NB as a teacher,"Schonberg, Alum Bulletin Nov 58, p. 5","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger divulges her philosophy of teaching.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_049,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546158,,
Don Campbell Papers,NB Teacher,"Perlis, NY Times 9-11-77","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Here is an odd quote in which Boulanger expresses fatigue and devotion to teaching.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_050,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546169,,
Don Campbell Papers,NB on her age,"New York Times, Sept 10, 1967 (80th birthday)","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger states that she knows she is aging, but she doesn't feel any older--she has no time to do so; she works.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_051,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546180,,
Don Campbell Papers,NB Retirement,NY Times 9-10-67,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,John Hess recalls that Nadia Boulanger stated that retirement would be death.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_052,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546191,,
Don Campbell Papers,NB Work,Music Mag/Courrier Aug 62,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger states that knowledge and technique are worthless without action.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_053,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546202,,
Don Campbell Papers,NB determination,"Robb III, 10","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger comments on positivity and determination, attributing these to Igor Stravinsky despite his religious invalidity.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_054,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546213,,
Don Campbell Papers,NB Quote on the crescendo,to Don Campbell,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger comments on a proper musical crescendo--it must be like a beautiful staircase, with smoothness and curvature for ease of the ears.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_055,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546224,,
Don Campbell Papers,NB Q Freedom/order,C.S.M. 10-6-45,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger comments on the need for discipline and order. Order brings inner satisfaction; inner satisfaction brings freedom, and freedom brings joy.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_056,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546235,,
Don Campbell Papers,NB Q Greatness,4-2-39 Straus,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Boulanger comments on greatness, which she states is not a question of quality, but of proportion.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_057,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546246,,
Don Campbell Papers,NB philosophy,K. 119,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Boulanger states that humans often talk of things of which they are actually ignorant.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_058,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546257,,
Don Campbell Papers,NB Q to Fiora Contino,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger comments on the necessity of joy in work.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_059,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546268,,
Don Campbell Papers,NB to Don Campbell,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger tells Don Campbell to always be prepared to love.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_060,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546279,,
Don Campbell Papers,Don Campbell on Nadia Boulanger,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Don Campbell calls Nadia Boulanger both a king and a queen. After all, both live in a palace. The reverse side of the card contains a self-reminder by Campbell to find a record from Français de Notre Temps (French of our Times).",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_061,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546290,,
Don Campbell Papers,Herbert Ewells on NB & Music,Tribute to NB: Modern Music 1937,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Herbert Ewells comments on Nadia Boulanger's contagious love of music, her clarity of judgment, and her depth of feeling.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_062,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546301,,
Don Campbell Papers,1980 letter from Clarence and Marie Brodeur (to Don Campbell?),about NB,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,One of the Brodeurs recalls a lecture by Nadia Boulanger at Vassar in 1937.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_063,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546312,,
Don Campbell Papers,NB electronic music,"NY Times sept 10, 67","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger considered electronic music an experiment, new research that should be encouraged. It is not anti-artistic; that has been said of all new music in all epochs. She scoffed at the idea that modern trends are perishable, stating that there are important as well as poor works from the modern time as in all times.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_064,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546323,,
Don Campbell Papers,NB Q Music,via Contino,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger states that all music must be dramatized by some sort of character.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_065,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546334,,
Don Campbell Papers,Handwritten note,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This handwritten note is Don Campbell's reminder to use a manuscript/tape from Perlis.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_066,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546345,,
Don Campbell Papers,Note on the Boulanger biography forward,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This item appears to be a checklist by Don Campbell regarding the contents of the Forward of the Boulanger Biography.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_067,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546356,,
Don Campbell Papers,Note on the Boulanger biography forward,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This item appears to be another checklist by Don Campbell regarding the contents of the Forward of the Boulanger Biography.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_068,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546367,,
Don Campbell Papers,NB forward,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Don Campbell notes some of Nadia Boulanger's attributes to include in his forward.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_069,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546378,,
Don Campbell Papers,On NB WOMEN,ideas from Helen Hosmer/Mus Ed Journal Fall 58,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This card contains a series of comments on Nadia Boulanger's legacy among women in history, especially Clara Schumann. Included is a statement by Guy de Maupassant, stating that women are incapable of true artistic of scientific effort. Paul Landormy commented that Maupassant did not live long enough to meet Madame Curie or Nadia Boulanger.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_070,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546389,,
Don Campbell Papers,Notecard on Nadia Boulanger's legacy,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Someone (Don Campbell?) notes here that Boulanger was an exception to the rule articulated by Gertrude Stein that a person cannot be both a museum and a modern. Here also are some musings on the timeless artistic spirit of Nadia Boulanger.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_071,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546400,,
Don Campbell Papers,Aaron Copland on NB and women,(Copland on Music) (Kendall 14),"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Aaron Copland states that he recalls no conversation with Nadia Boulanger regarding the role of women in music, but he believes her to be a link in the tradition of French intellectual women who hosted discourses in their salons.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_072,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546411,,
Don Campbell Papers,NB on Music,"Le Monde Musical, May 1919","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger offers her philosophy on the benefits of music for human life.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_073,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546422,,
Don Campbell Papers,Contino on NB,driving/score reading,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Contino recalls that Nadia Boulanger was a poor driver and that she equated score-reading with driving-you must make instant decisions.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_074,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546433,,
Don Campbell Papers,Source Books,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This card contains a list of source books (for Don Campbell's biography of Nadia Boulanger?). It includes Eric Walter White's Stravinsky, the Composer and hi Works, Virgil Thomson by Virgil Thomson, and Musical Chairs, A Life in the Arts by Schuyler Chapin.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_075,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546444,,
Don Campbell Papers,NB,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This card contains a list of honorable titles and positions held by Nadia Boulanger.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_076,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546455,,
Don Campbell Papers,Nadia,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This card contains a list of significant dates pertaining to Nadia Boulanger's life. It includes her and Lili's birthdays, her father's death date, the date of the founding of the Fontainebleau school, and other events.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_077,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546466,,
Don Campbell Papers,A note on Nadia Boulanger's last days,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger, even as her health failed, remained courteous and dignified.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_078,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546477,,
Don Campbell Papers,NB Q Hosmer,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger makes an analogy between money in a pocket and a musical note--both must be used or they will lie dead.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_079,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546488,,
Don Campbell Papers,Contino to Don Campbell,on NB,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Contino recalls Nadia Boulanger's adherance to printed scores and her system of correcting a student's mistakes.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_080,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546499,,
Don Campbell Papers,NB Q self/writing,NY Times 4-24-58,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Boulanger states tha she is fortunate to always be with young people. She also states that she does not write books because she has nothing to say--she is a teacher.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_07_081,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",546510,,
